
==================================================
========== FP-Tree 算法完整结果 ==========

Level 0 (频繁1项集):
总计: 2117 个频繁1项集
  [0]: 支持计数=177
  [48, 2506]: 支持计数=129
  [48, 2513]: 支持计数=89
  [48, 2514]: 支持计数=112
  [48, 2515]: 支持计数=218
  [48, 2519]: 支持计数=110
  [48, 2523]: 支持计数=269
  [48, 2524]: 支持计数=213
  [48, 2528]: 支持计数=136
  [48, 2537]: 支持计数=116
  [48, 2552]: 支持计数=221
  [48, 2554]: 支持计数=98
  [48, 2559]: 支持计数=91
  [48, 2561]: 支持计数=145
  [48, 2569]: 支持计数=100
  [48, 2573]: 支持计数=154
  [48, 2596]: 支持计数=156
  [48, 2598]: 支持计数=97
  [48, 2599]: 支持计数=135
  [48, 2621]: 支持计数=119
  [48, 2624]: 支持计数=109
  [48, 2625]: 支持计数=166
  [48, 2626]: 支持计数=214
  [48, 2629]: 支持计数=197
  [48, 2630]: 支持计数=91
  [48, 2633]: 支持计数=181
  [48, 2634]: 支持计数=140
  [48, 2635]: 支持计数=152
  [48, 2654]: 支持计数=112
  [48, 2663]: 支持计数=127
  [48, 2669]: 支持计数=95
  [48, 2673]: 支持计数=280
  [48, 2706]: 支持计数=132
  [48, 2708]: 支持计数=119
  [48, 2720]: 支持计数=103
  [48, 2721]: 支持计数=119
  [48, 2723]: 支持计数=142
  [48, 2728]: 支持计数=134
  [48, 2746]: 支持计数=144
  [48, 2749]: 支持计数=166
  [48, 2760]: 支持计数=102
  [48, 2763]: 支持计数=147
  [48, 2771]: 支持计数=97
  [48, 2775]: 支持计数=239
  [48, 2785]: 支持计数=95
  [48, 2788]: 支持计数=143
  [48, 2792]: 支持计数=226
  [48, 2793]: 支持计数=108
  [48, 2800]: 支持计数=121
  [48, 2805]: 支持计数=110
  [48, 2808]: 支持计数=90
  [48, 2810]: 支持计数=110
  [48, 2812]: 支持计数=105
  [48, 2814]: 支持计数=93
  [48, 2815]: 支持计数=151
  [48, 2818]: 支持计数=95
  [48, 2820]: 支持计数=96
  [48, 2822]: 支持计数=127
  [48, 2830]: 支持计数=104
  [48, 2842]: 支持计数=110
  [48, 2843]: 支持计数=156
  [48, 2852]: 支持计数=92
  [48, 2853]: 支持计数=92
  [48, 2854]: 支持计数=104
  [48, 2855]: 支持计数=101
  [48, 2856]: 支持计数=176
  [48, 2861]: 支持计数=101
  [48, 2870]: 支持计数=102
  [48, 2874]: 支持计数=138
  [48, 2876]: 支持计数=103
  [48, 2879]: 支持计数=276
  [48, 2891]: 支持计数=108
  [48, 2894]: 支持计数=180
  [48, 2907]: 支持计数=108
  [48, 2915]: 支持计数=141
  [48, 2942]: 支持计数=90
  [48, 2958]: 支持计数=779
  [48, 2965]: 支持计数=179
  [48, 2967]: 支持计数=94
  [48, 2983]: 支持计数=142
  [48, 2987]: 支持计数=284
  [48, 2988]: 支持计数=142
  [48, 2990]: 支持计数=130
  [48, 2991]: 支持计数=189
  [48, 2997]: 支持计数=162
  [48, 2998]: 支持计数=169
  [48, 3005]: 支持计数=94
  [48, 3006]: 支持计数=135
  [48, 3012]: 支持计数=151
  [48, 3021]: 支持计数=120
  [48, 3047]: 支持计数=107
  [48, 3055]: 支持计数=135
  [48, 3067]: 支持计数=97
  [48, 3086]: 支持计数=129
  [48, 3102]: 支持计数=130
  [48, 3149]: 支持计数=120
  [48, 3151]: 支持计数=155
  [48, 3160]: 支持计数=135
  [48, 3161]: 支持计数=112
  [48, 3171]: 支持计数=121
  [48, 3185]: 支持计数=117
  [48, 3186]: 支持计数=117
  [48, 3189]: 支持计数=150
  [48, 3194]: 支持计数=139
  [48, 3202]: 支持计数=117
  [48, 3221]: 支持计数=159
  [48, 3236]: 支持计数=100
  [48, 3240]: 支持计数=121
  [48, 3270]: 支持计数=592
  [48, 3271]: 支持计数=117
  [48, 3276]: 支持计数=138
  [48, 3279]: 支持计数=161
  [48, 3291]: 支持计数=149
  [48, 3292]: 支持计数=151
  [48, 3294]: 支持计数=161
  [48, 3297]: 支持计数=104
  [48, 3311]: 支持计数=149
  [48, 3312]: 支持计数=111
  [48, 3314]: 支持计数=104
  [48, 3315]: 支持计数=155
  [48, 3316]: 支持计数=169
  [48, 3317]: 支持计数=172
  [48, 3319]: 支持计数=116
  [48, 3321]: 支持计数=140
  [48, 3324]: 支持计数=95
  [48, 3338]: 支持计数=112
  [48, 3343]: 支持计数=98
  [48, 3345]: 支持计数=98
  [48, 3361]: 支持计数=229
  [48, 3402]: 支持计数=100
  [48, 3404]: 支持计数=158
  [48, 3405]: 支持计数=93
  [48, 3410]: 支持计数=93
  [48, 3412]: 支持计数=125
  [48, 3420]: 支持计数=91
  [48, 3451]: 支持计数=136
  [48, 3462]: 支持计数=148
  [48, 3467]: 支持计数=114
  [48, 3502]: 支持计数=214
  [48, 3504]: 支持计数=94
  [48, 3510]: 支持计数=213
  [48, 3521]: 支持计数=91
  [48, 3535]: 支持计数=123
  [48, 3537]: 支持计数=115
  [48, 3546]: 支持计数=102
  [48, 3551]: 支持计数=106
  [48, 3553]: 支持计数=129
  [48, 3577]: 支持计数=92
  [48, 3616]: 支持计数=376
  [48, 3635]: 支持计数=166
  [48, 3638]: 支持计数=123
  [48, 3642]: 支持计数=91
  [48, 3660]: 支持计数=89
  [48, 3668]: 支持计数=180
  [48, 3676]: 支持计数=95
  [48, 3683]: 支持计数=125
  [48, 3714]: 支持计数=89
  [48, 3724]: 支持计数=136
  [48, 3735]: 支持计数=128
  [48, 3742]: 支持计数=105
  [48, 3756]: 支持计数=119
  [48, 3759]: 支持计数=195
  [48, 3762]: 支持计数=101
  [48, 3772]: 支持计数=107
  [48, 3774]: 支持计数=152
  [48, 3776]: 支持计数=90
  [48, 3799]: 支持计数=264
  [48, 3808]: 支持计数=143
  [48, 3827]: 支持计数=188
  [48, 3840]: 支持计数=108
  [48, 3855]: 支持计数=98
  [48, 3884]: 支持计数=97
  [48, 3896]: 支持计数=96
  [48, 3903]: 支持计数=95
  [48, 3904]: 支持计数=200
  [48, 3964]: 支持计数=214
  [48, 3966]: 支持计数=124
  [48, 3973]: 支持计数=101
  [48, 3988]: 支持计数=91
  [48, 4030]: 支持计数=90
  [48, 4057]: 支持计数=99
  [48, 4070]: 支持计数=175
  [48, 4105]: 支持计数=127
  [48, 4111]: 支持计数=130
  [48, 4113]: 支持计数=97
  [48, 4127]: 支持计数=106
  [48, 4141]: 支持计数=106
  [48, 4143]: 支持计数=120
  [48, 4144]: 支持计数=119
  [48, 4164]: 支持计数=105
  [48, 4170]: 支持计数=131
  [48, 4201]: 支持计数=137
  [48, 4207]: 支持计数=205
  [48, 4209]: 支持计数=128
  [48, 4221]: 支持计数=139
  [48, 4226]: 支持计数=92
  [48, 4251]: 支持计数=119
  [48, 4270]: 支持计数=89
  [48, 4272]: 支持计数=91
  [48, 4282]: 支持计数=95
  [48, 4297]: 支持计数=108
  [48, 4307]: 支持计数=168
  [48, 4310]: 支持计数=113
  [48, 4316]: 支持计数=135
  [48, 4336]: 支持计数=330
  [48, 4339]: 支持计数=143
  [48, 4340]: 支持计数=92
  [48, 4342]: 支持计数=120
  [48, 4344]: 支持计数=128
  [48, 4357]: 支持计数=107
  [48, 4360]: 支持计数=118
  [48, 4374]: 支持计数=92
  [48, 4386]: 支持计数=94
  [48, 4389]: 支持计数=91
  [48, 4393]: 支持计数=185
  [48, 4424]: 支持计数=91
  [48, 4433]: 支持计数=93
  [48, 4472]: 支持计数=114
  [48, 4524]: 支持计数=187
  [48, 4548]: 支持计数=115
  [48, 4552]: 支持计数=104
  [48, 4630]: 支持计数=144
  [48, 4640]: 支持计数=109
  [48, 4642]: 支持计数=135
  [48, 4643]: 支持计数=105
  [48, 4650]: 支持计数=188
  [48, 4685]: 支持计数=178
  [48, 4698]: 支持计数=251
  [48, 4720]: 支持计数=107
  [48, 4731]: 支持计数=94
  [48, 4744]: 支持计数=114
  [48, 4771]: 支持计数=113
  [48, 4779]: 支持计数=172
  [48, 4843]: 支持计数=96
  [48, 4859]: 支持计数=114
  [48, 4883]: 支持计数=305
  [48, 4886]: 支持计数=90
  [48, 4891]: 支持计数=133
  [48, 4899]: 支持计数=144
  [48, 4940]: 支持计数=147
  [48, 4945]: 支持计数=177
  [48, 4975]: 支持计数=135
  [48, 4994]: 支持计数=173
  [48, 5051]: 支持计数=217
  [48, 5074]: 支持计数=182
  [48, 5108]: 支持计数=117
  [48, 5124]: 支持计数=170
  [48, 5127]: 支持计数=125
  [48, 5152]: 支持计数=152
  [48, 5178]: 支持计数=90
  [48, 5248]: 支持计数=152
  [48, 5289]: 支持计数=114
  [48, 5315]: 支持计数=91
  [48, 5323]: 支持计数=101
  [48, 5339]: 支持计数=106
  [48, 5346]: 支持计数=118
  [48, 5358]: 支持计数=130
  [48, 5405]: 支持计数=170
  [48, 5651]: 支持计数=126
  [48, 5728]: 支持计数=160
  [48, 5729]: 支持计数=192
  [48, 5767]: 支持计数=127
  [48, 5771]: 支持计数=92
  [48, 5782]: 支持计数=128
  [48, 5968]: 支持计数=124
  [48, 5976]: 支持计数=97
  [48, 6082]: 支持计数=102
  [48, 6118]: 支持计数=133
  [48, 6128]: 支持计数=146
  [48, 6190]: 支持计数=102
  [48, 6266]: 支持计数=92
  [48, 6403]: 支持计数=91
  [48, 6404]: 支持计数=95
  [48, 6602]: 支持计数=119
  [48, 6630]: 支持计数=98
  [48, 7205]: 支持计数=209
  [48, 7895]: 支持计数=99
  [48, 7938]: 支持计数=95
  [48, 7975]: 支持计数=200
  [48, 8068]: 支持计数=166
  [48, 8691]: 支持计数=288
  [48, 8730]: 支持计数=118
  [48, 8867]: 支持计数=151
  [48, 8978]: 支持计数=344
  [48, 8985]: 支持计数=220
  [48, 9001]: 支持计数=128
  [48, 9304]: 支持计数=136
  [48, 9501]: 支持计数=232
  [48, 9555]: 支持计数=224
  [48, 9579]: 支持计数=190
  [48, 9617]: 支持计数=113
  [48, 9669]: 支持计数=138
  [48, 9843]: 支持计数=130
  [48, 10074]: 支持计数=123
  [48, 10128]: 支持计数=112
  [48, 10184]: 支持计数=89
  [48, 10419]: 支持计数=109
  [48, 10420]: 支持计数=178
  [48, 10423]: 支持计数=148
  [48, 10441]: 支持计数=109
  [48, 10442]: 支持计数=229
  [48, 10444]: 支持计数=302
  [48, 10446]: 支持计数=345
  [48, 10448]: 支持计数=149
  [48, 10451]: 支持计数=175
  [48, 10453]: 支持计数=98
  [48, 10470]: 支持计数=89
  [48, 10474]: 支持计数=113
  [48, 10481]: 支持计数=118
  [48, 10490]: 支持计数=240
  [48, 10491]: 支持计数=234
  [48, 10493]: 支持计数=97
  [48, 10513]: 支持计数=155
  [48, 10515]: 支持计数=524
  [48, 10525]: 支持计数=208
  [48, 10551]: 支持计数=168
  [48, 10555]: 支持计数=101
  [48, 10568]: 支持计数=157
  [48, 10598]: 支持计数=117
  [48, 10605]: 支持计数=179
  [48, 10611]: 支持计数=119
  [48, 10651]: 支持计数=102
  [48, 10653]: 支持计数=252
  [48, 10656]: 支持计数=245
  [48, 10818]: 支持计数=132
  [48, 10939]: 支持计数=109
  [48, 10943]: 支持计数=204
  [48, 11039]: 支持计数=109
  [48, 11254]: 支持计数=96
  [48, 11747]: 支持计数=116
  [48, 11794]: 支持计数=107
  [48, 11840]: 支持计数=118
  [48, 12473]: 支持计数=166
  [48, 12491]: 支持计数=98
  [48, 12677]: 支持计数=136
  [48, 12693]: 支持计数=90
  [48, 12925]: 支持计数=817
  [48, 12929]: 支持计数=430
  [48, 12933]: 支持计数=199
  [48, 12935]: 支持计数=302
  [48, 12943]: 支持计数=207
  [48, 12946]: 支持计数=286
  [48, 12951]: 支持计数=219
  [48, 12959]: 支持计数=228
  [48, 12981]: 支持计数=160
  [48, 12982]: 支持计数=177
  [48, 12996]: 支持计数=94
  [48, 13032]: 支持计数=195
  [48, 13041]: 支持计数=602
  [48, 13043]: 支持计数=129
  [48, 13049]: 支持计数=101
  [48, 13056]: 支持计数=116
  [48, 13060]: 支持计数=122
  [48, 13174]: 支持计数=184
  [48, 13182]: 支持计数=127
  [48, 13189]: 支持计数=236
  [48, 13318]: 支持计数=95
  [48, 13334]: 支持计数=189
  [48, 13443]: 支持计数=217
  [48, 13556]: 支持计数=105
  [48, 14098]: 支持计数=698
  [48, 14099]: 支持计数=233
  [48, 14386]: 支持计数=132
  [48, 14634]: 支持计数=114
  [48, 14933]: 支持计数=274
  [48, 15345]: 支持计数=137
  [48, 15578]: 支持计数=182
  [48, 15618]: 支持计数=323
  [48, 15798]: 支持计数=113
  [48, 15832]: 支持计数=585
  [48, 15879]: 支持计数=104
  [48, 16010]: 支持计数=730
  [48, 16011]: 支持计数=374
  [48, 16217]: 支持计数=647
  [48, 16430]: 支持计数=219
  [48, 16431]: 支持计数=175
  [60, 65]: 支持计数=176
  [60, 89]: 支持计数=143
  [60, 310]: 支持计数=118
  [60, 604]: 支持计数=107
  [65, 79]: 支持计数=100
  [65, 89]: 支持计数=314
  [65, 101]: 支持计数=230
  [65, 117]: 支持计数=101
  [65, 123]: 支持计数=95
  [65, 147]: 支持计数=158
  [65, 150]: 支持计数=94
  [65, 170]: 支持计数=111
  [65, 179]: 支持计数=93
  [65, 201]: 支持计数=163
  [65, 225]: 支持计数=213
  [65, 229]: 支持计数=94
  [65, 237]: 支持计数=215
  [65, 249]: 支持计数=105
  [65, 255]: 支持计数=132
  [65, 258]: 支持计数=97
  [65, 264]: 支持计数=89
  [65, 270]: 支持计数=92
  [65, 271]: 支持计数=168
  [65, 301]: 支持计数=144
  [65, 310]: 支持计数=226
  [65, 338]: 支持计数=119
  [65, 405]: 支持计数=91
  [65, 407]: 支持计数=106
  [65, 413]: 支持计数=176
  [65, 438]: 支持计数=102
  [65, 464]: 支持计数=100
  [65, 475]: 支持计数=168
  [65, 479]: 支持计数=110
  [65, 533]: 支持计数=107
  [65, 549]: 支持计数=93
  [65, 589]: 支持计数=120
  [65, 592]: 支持计数=105
  [65, 604]: 支持计数=126
  [65, 649]: 支持计数=92
  [65, 783]: 支持计数=124
  [65, 824]: 支持计数=112
  [65, 878]: 支持计数=98
  [65, 976]: 支持计数=89
  [65, 1146]: 支持计数=98
  [65, 1327]: 支持计数=137
  [65, 1393]: 支持计数=102
  [65, 2238]: 支持计数=123
  [65, 10515]: 支持计数=108
  [65, 12925]: 支持计数=102
  [65, 14098]: 支持计数=108
  [65, 15832]: 支持计数=91
  [78, 89]: 支持计数=121
  [79, 225]: 支持计数=134
  [79, 2238]: 支持计数=91
  [79, 2254]: 支持计数=120
  [89, 101]: 支持计数=191
  [89, 110]: 支持计数=107
  [89, 147]: 支持计数=117
  [89, 170]: 支持计数=171
  [89, 185]: 支持计数=89
  [89, 201]: 支持计数=103
  [89, 225]: 支持计数=163
  [89, 237]: 支持计数=232
  [89, 255]: 支持计数=89
  [89, 258]: 支持计数=93
  [89, 271]: 支持计数=98
  [89, 310]: 支持计数=228
  [89, 338]: 支持计数=110
  [89, 413]: 支持计数=123
  [89, 475]: 支持计数=153
  [89, 533]: 支持计数=120
  [89, 589]: 支持计数=94
  [89, 592]: 支持计数=117
  [89, 1393]: 支持计数=94
  [89, 2238]: 支持计数=89
  [89, 12925]: 支持计数=94
  [89, 13041]: 支持计数=107
  [89, 14098]: 支持计数=106
  [101, 147]: 支持计数=128
  [101, 201]: 支持计数=108
  [101, 237]: 支持计数=130
  [101, 255]: 支持计数=97
  [101, 301]: 支持计数=120
  [101, 310]: 支持计数=138
  [101, 413]: 支持计数=167
  [101, 475]: 支持计数=110
  [101, 604]: 支持计数=103
  [101, 824]: 支持计数=112
  [103, 389]: 支持计数=96
  [107, 136]: 支持计数=111
  [107, 548]: 支持计数=147
  [107, 549]: 支持计数=181
  [107, 961]: 支持计数=140
  [107, 1067]: 支持计数=171
  [110, 170]: 支持计数=160
  [110, 225]: 支持计数=103
  [110, 237]: 支持计数=104
  [117, 976]: 支持计数=312
  [136, 549]: 支持计数=97
  [136, 1067]: 支持计数=112
  [147, 179]: 支持计数=143
  [147, 237]: 支持计数=90
  [147, 413]: 支持计数=108
  [147, 475]: 支持计数=97
  [155, 272]: 支持计数=98
  [155, 589]: 支持计数=91
  [164, 165]: 支持计数=160
  [164, 166]: 支持计数=127
  [164, 167]: 支持计数=111
  [164, 682]: 支持计数=93
  [164, 684]: 支持计数=114
  [165, 166]: 支持计数=99
  [165, 167]: 支持计数=91
  [165, 684]: 支持计数=101
  [166, 682]: 支持计数=108
  [166, 684]: 支持计数=138
  [167, 682]: 支持计数=91
  [170, 225]: 支持计数=129
  [170, 237]: 支持计数=154
  [170, 310]: 支持计数=101
  [170, 438]: 支持计数=103
  [175, 178]: 支持计数=151
  [175, 225]: 支持计数=142
  [175, 806]: 支持计数=195
  [175, 842]: 支持计数=143
  [175, 1355]: 支持计数=177
  [175, 2991]: 支持计数=116
  [175, 13041]: 支持计数=140
  [176, 817]: 支持计数=91
  [178, 806]: 支持计数=102
  [178, 842]: 支持计数=91
  [179, 301]: 支持计数=123
  [185, 310]: 支持计数=89
  [225, 237]: 支持计数=154
  [225, 270]: 支持计数=295
  [225, 271]: 支持计数=395
  [225, 310]: 支持计数=165
  [225, 413]: 支持计数=99
  [225, 475]: 支持计数=99
  [225, 806]: 支持计数=105
  [225, 1146]: 支持计数=132
  [225, 2238]: 支持计数=405
  [225, 4899]: 支持计数=96
  [237, 249]: 支持计数=175
  [237, 310]: 支持计数=201
  [237, 413]: 支持计数=99
  [237, 475]: 支持计数=179
  [237, 533]: 支持计数=112
  [237, 1043]: 支持计数=117
  [249, 1144]: 支持计数=189
  [270, 271]: 支持计数=680
  [270, 2238]: 支持计数=264
  [271, 2238]: 支持计数=282
  [272, 1361]: 支持计数=96
  [297, 544]: 支持计数=141
  [308, 309]: 支持计数=115
  [308, 1080]: 支持计数=98
  [308, 1269]: 支持计数=150
  [308, 1378]: 支持计数=96
  [308, 1379]: 支持计数=124
  [309, 1080]: 支持计数=159
  [309, 1269]: 支持计数=149
  [309, 1378]: 支持计数=151
  [309, 1379]: 支持计数=166
  [309, 1380]: 支持计数=134
  [310, 413]: 支持计数=95
  [310, 1146]: 支持计数=107
  [310, 14098]: 支持计数=101
  [338, 475]: 支持计数=92
  [352, 1859]: 支持计数=161
  [396, 910]: 支持计数=115
  [405, 10515]: 支持计数=294
  [413, 1004]: 支持计数=94
  [413, 13041]: 支持计数=110
  [441, 809]: 支持计数=126
  [441, 885]: 支持计数=139
  [548, 549]: 支持计数=154
  [548, 610]: 支持计数=93
  [548, 611]: 支持计数=101
  [548, 961]: 支持计数=104
  [548, 1067]: 支持计数=108
  [549, 961]: 支持计数=115
  [549, 1067]: 支持计数=119
  [565, 581]: 支持计数=109
  [589, 1062]: 支持计数=107
  [647, 769]: 支持计数=150
  [696, 699]: 支持计数=91
  [718, 1043]: 支持计数=94
  [730, 1281]: 支持计数=96
  [769, 1034]: 支持计数=172
  [795, 1818]: 支持计数=150
  [795, 1819]: 支持计数=167
  [795, 3311]: 支持计数=147
  [798, 2987]: 支持计数=99
  [806, 1026]: 支持计数=90
  [806, 2991]: 支持计数=110
  [809, 885]: 支持计数=119
  [910, 956]: 支持计数=111
  [961, 1067]: 支持计数=111
  [1080, 1269]: 支持计数=137
  [1080, 1378]: 支持计数=117
  [1080, 1379]: 支持计数=141
  [1080, 1380]: 支持计数=116
  [1146, 3616]: 支持计数=293
  [1269, 1378]: 支持计数=120
  [1269, 1379]: 支持计数=128
  [1269, 1380]: 支持计数=107
  [1378, 1379]: 支持计数=158
  [1378, 1380]: 支持计数=109
  [1379, 1380]: 支持计数=112
  [1609, 14933]: 支持计数=145
  [1818, 1819]: 支持计数=145
  [1818, 3311]: 支持计数=140
  [1819, 3311]: 支持计数=180
  [2238, 5728]: 支持计数=121
  [2238, 5729]: 支持计数=145
  [2284, 2505]: 支持计数=194
  [3021, 3055]: 支持计数=106
  [3402, 3535]: 支持计数=125
  [3402, 3537]: 支持计数=107
  [3535, 3537]: 支持计数=130
  [5728, 5729]: 支持计数=114
  [8978, 16010]: 支持计数=195
  [8978, 16011]: 支持计数=104
  [10444, 10656]: 支持计数=99
  [10490, 10525]: 支持计数=109
  [10515, 10551]: 支持计数=106
  [14098, 16010]: 支持计数=104
  [16010, 16011]: 支持计数=651
  [16430, 16431]: 支持计数=348

Level 2 (频繁3项集):
总计: 1794 个频繁3项集
  [1, 39, 48]: 支持计数=96
  [2, 39, 48]: 支持计数=186
  [5, 39, 48]: 支持计数=100
  [9, 32, 39]: 支持计数=155
  [9, 32, 48]: 支持计数=155
  [9, 38, 39]: 支持计数=153
  [9, 38, 48]: 支持计数=129
  [9, 39, 41]: 支持计数=239
  [9, 39, 48]: 支持计数=546
  [9, 41, 48]: 支持计数=231
  [10, 39, 41]: 支持计数=112
  [10, 39, 48]: 支持计数=322
  [10, 41, 48]: 支持计数=106
  [11, 32, 39]: 支持计数=96
  [11, 32, 48]: 支持计数=93
  [11, 38, 39]: 支持计数=99
  [11, 38, 48]: 支持计数=93
  [11, 39, 41]: 支持计数=166
